id,first_name,last_name,is_retired,previous_employers,marital_status,relatives
906,Christy,Urania,0,"Urania,Urania,Urania",2,"{spouse: line.last_name, daughter: line.first_name}"
907,Marika,Riva,1,"Riva,Riva,Riva",1,"{spouse: line.last_name, daughter: line.first_name}"
908,Maurene,Gaynor,0,"Gaynor,Gaynor,Gaynor",3,"{spouse: line.last_name, daughter: line.first_name}"
909,Maud,Lissi,0,"Lissi,Lissi,Lissi",0,"{spouse: line.last_name, daughter: line.first_name}"
910,Micheline,Jenness,0,"Jenness,Jenness,Jenness",2,"{spouse: line.last_name, daughter: line.first_name}"
911,Sissy,Phaidra,1,"Phaidra,Phaidra,Phaidra",3,"{spouse: line.last_name, daughter: line.first_name}"
912,Maisey,Angelis,0,"Angelis,Angelis,Angelis",0,"{spouse: line.last_name, daughter: line.first_name}"
913,Cassandra,Arley,1,"Arley,Arley,Arley",0,"{spouse: line.last_name, daughter: line.first_name}"
914,Tamqrah,Sothena,1,"Sothena,Sothena,Sothena",1,"{spouse: line.last_name, daughter: line.first_name}"
915,Kristan,Andrel,0,"Andrel,Andrel,Andrel",2,"{spouse: line.last_name, daughter: line.first_name}"
916,Tressa,Hieronymus,1,"Hieronymus,Hieronymus,Hieronymus",3,"{spouse: line.last_name, daughter: line.first_name}"
917,Kalina,Cyrie,1,"Cyrie,Cyrie,Cyrie",2,"{spouse: line.last_name, daughter: line.first_name}"
918,Teriann,Himelman,1,"Himelman,Himelman,Himelman",2,"{spouse: line.last_name, daughter: line.first_name}"
919,Suzette,Anselmi,0,"Anselmi,Anselmi,Anselmi",2,"{spouse: line.last_name, daughter: line.first_name}"
920,Noelle,Podvin,1,"Podvin,Podvin,Podvin",3,"{spouse: line.last_name, daughter: line.first_name}"
921,Jaclyn,Alwin,1,"Alwin,Alwin,Alwin",0,"{spouse: line.last_name, daughter: line.first_name}"
922,Ruthe,Marijo,0,"Marijo,Marijo,Marijo",1,"{spouse: line.last_name, daughter: line.first_name}"
923,Sara-Ann,Auberbach,0,"Auberbach,Auberbach,Auberbach",1,"{spouse: line.last_name, daughter: line.first_name}"
924,Dianemarie,Gerge,0,"Gerge,Gerge,Gerge",0,"{spouse: line.last_name, daughter: line.first_name}"
925,Almeta,Lane,0,"Lane,Lane,Lane",0,"{spouse: line.last_name, daughter: line.first_name}"
926,Eolanda,Ilka,0,"Ilka,Ilka,Ilka",1,"{spouse: line.last_name, daughter: line.first_name}"
927,Vere,Fillbert,0,"Fillbert,Fillbert,Fillbert",1,"{spouse: line.last_name, daughter: line.first_name}"
928,Maisey,Kenney,1,"Kenney,Kenney,Kenney",2,"{spouse: line.last_name, daughter: line.first_name}"
929,Kaja,Alfons,1,"Alfons,Alfons,Alfons",3,"{spouse: line.last_name, daughter: line.first_name}"
930,Hildegaard,Amasa,0,"Amasa,Amasa,Amasa",3,"{spouse: line.last_name, daughter: line.first_name}"
931,Mildrid,Swanhildas,1,"Swanhildas,Swanhildas,Swanhildas",0,"{spouse: line.last_name, daughter: line.first_name}"
932,Rubie,Mauer,0,"Mauer,Mauer,Mauer",0,"{spouse: line.last_name, daughter: line.first_name}"
933,Jillayne,Weide,0,"Weide,Weide,Weide",2,"{spouse: line.last_name, daughter: line.first_name}"
934,Mallory,Kiersten,0,"Kiersten,Kiersten,Kiersten",3,"{spouse: line.last_name, daughter: line.first_name}"
935,Lucille,Dosia,1,"Dosia,Dosia,Dosia",1,"{spouse: line.last_name, daughter: line.first_name}"
936,Philis,Destinee,0,"Destinee,Destinee,Destinee",1,"{spouse: line.last_name, daughter: line.first_name}"
937,Talya,Ludewig,1,"Ludewig,Ludewig,Ludewig",1,"{spouse: line.last_name, daughter: line.first_name}"
938,Mara,Campball,1,"Campball,Campball,Campball",0,"{spouse: line.last_name, daughter: line.first_name}"
939,Vere,Brackely,1,"Brackely,Brackely,Brackely",2,"{spouse: line.last_name, daughter: line.first_name}"
940,Vere,MacIntosh,1,"MacIntosh,MacIntosh,MacIntosh",2,"{spouse: line.last_name, daughter: line.first_name}"
941,Paola,Holbrook,1,"Holbrook,Holbrook,Holbrook",1,"{spouse: line.last_name, daughter: line.first_name}"
942,Jerry,Timon,1,"Timon,Timon,Timon",1,"{spouse: line.last_name, daughter: line.first_name}"
943,Ida,Pulsifer,0,"Pulsifer,Pulsifer,Pulsifer",1,"{spouse: line.last_name, daughter: line.first_name}"
944,Gianina,Taam,1,"Taam,Taam,Taam",1,"{spouse: line.last_name, daughter: line.first_name}"
945,Gertrud,Hirsch,1,"Hirsch,Hirsch,Hirsch",2,"{spouse: line.last_name, daughter: line.first_name}"
946,Nickie,Judye,0,"Judye,Judye,Judye",3,"{spouse: line.last_name, daughter: line.first_name}"
947,Beverley,Dearborn,0,"Dearborn,Dearborn,Dearborn",3,"{spouse: line.last_name, daughter: line.first_name}"
948,Cherrita,Chick,0,"Chick,Chick,Chick",2,"{spouse: line.last_name, daughter: line.first_name}"
949,Bill,Tufts,0,"Tufts,Tufts,Tufts",1,"{spouse: line.last_name, daughter: line.first_name}"
950,Nyssa,Gaal,1,"Gaal,Gaal,Gaal",2,"{spouse: line.last_name, daughter: line.first_name}"
951,Oralee,Dimitris,1,"Dimitris,Dimitris,Dimitris",3,"{spouse: line.last_name, daughter: line.first_name}"
952,Hallie,Natica,0,"Natica,Natica,Natica",1,"{spouse: line.last_name, daughter: line.first_name}"
953,Gusty,Natica,1,"Natica,Natica,Natica",0,"{spouse: line.last_name, daughter: line.first_name}"
954,Merci,Gregrory,1,"Gregrory,Gregrory,Gregrory",1,"{spouse: line.last_name, daughter: line.first_name}"
955,Tabbatha,Vivle,1,"Vivle,Vivle,Vivle",0,"{spouse: line.last_name, daughter: line.first_name}"
956,Peri,Naor,0,"Naor,Naor,Naor",3,"{spouse: line.last_name, daughter: line.first_name}"
957,Ofilia,Ivens,0,"Ivens,Ivens,Ivens",2,"{spouse: line.last_name, daughter: line.first_name}"
958,Bee,Secrest,1,"Secrest,Secrest,Secrest",2,"{spouse: line.last_name, daughter: line.first_name}"
959,Vanessa,Raychel,1,"Raychel,Raychel,Raychel",2,"{spouse: line.last_name, daughter: line.first_name}"
960,Edee,Nerita,1,"Nerita,Nerita,Nerita",1,"{spouse: line.last_name, daughter: line.first_name}"
961,Dulcinea,Earlie,1,"Earlie,Earlie,Earlie",2,"{spouse: line.last_name, daughter: line.first_name}"
962,Dolli,Trey,0,"Trey,Trey,Trey",0,"{spouse: line.last_name, daughter: line.first_name}"
963,Olwen,Sheedy,1,"Sheedy,Sheedy,Sheedy",3,"{spouse: line.last_name, daughter: line.first_name}"
964,Celisse,Buttaro,0,"Buttaro,Buttaro,Buttaro",3,"{spouse: line.last_name, daughter: line.first_name}"
965,Celisse,Alfons,1,"Alfons,Alfons,Alfons",3,"{spouse: line.last_name, daughter: line.first_name}"
966,Dari,Kirstin,1,"Kirstin,Kirstin,Kirstin",3,"{spouse: line.last_name, daughter: line.first_name}"
967,Shell,Bonucci,0,"Bonucci,Bonucci,Bonucci",0,"{spouse: line.last_name, daughter: line.first_name}"
968,Donetta,Sinegold,0,"Sinegold,Sinegold,Sinegold",1,"{spouse: line.last_name, daughter: line.first_name}"
969,Dulcinea,Flyn,0,"Flyn,Flyn,Flyn",0,"{spouse: line.last_name, daughter: line.first_name}"
970,Karina,Schroth,1,"Schroth,Schroth,Schroth",3,"{spouse: line.last_name, daughter: line.first_name}"
971,Beverley,Kazimir,1,"Kazimir,Kazimir,Kazimir",3,"{spouse: line.last_name, daughter: line.first_name}"
972,Kittie,Bennie,1,"Bennie,Bennie,Bennie",2,"{spouse: line.last_name, daughter: line.first_name}"
973,Alejandra,Klotz,0,"Klotz,Klotz,Klotz",0,"{spouse: line.last_name, daughter: line.first_name}"
974,Angela,Eiser,0,"Eiser,Eiser,Eiser",2,"{spouse: line.last_name, daughter: line.first_name}"
975,Hyacinthe,Minetta,1,"Minetta,Minetta,Minetta",3,"{spouse: line.last_name, daughter: line.first_name}"
976,Yetty,Lorain,1,"Lorain,Lorain,Lorain",1,"{spouse: line.last_name, daughter: line.first_name}"
977,Cristine,Carmena,0,"Carmena,Carmena,Carmena",0,"{spouse: line.last_name, daughter: line.first_name}"
978,Lindie,Karl,1,"Karl,Karl,Karl",2,"{spouse: line.last_name, daughter: line.first_name}"
979,Starla,Ariella,0,"Ariella,Ariella,Ariella",1,"{spouse: line.last_name, daughter: line.first_name}"
980,Roseline,Grosz,1,"Grosz,Grosz,Grosz",0,"{spouse: line.last_name, daughter: line.first_name}"
981,Margalo,Cimbura,0,"Cimbura,Cimbura,Cimbura",0,"{spouse: line.last_name, daughter: line.first_name}"
982,Farrah,Gavrila,0,"Gavrila,Gavrila,Gavrila",1,"{spouse: line.last_name, daughter: line.first_name}"
983,Goldie,Matthew,0,"Matthew,Matthew,Matthew",3,"{spouse: line.last_name, daughter: line.first_name}"
984,Brietta,Bury,1,"Bury,Bury,Bury",2,"{spouse: line.last_name, daughter: line.first_name}"
985,Cacilie,Kauppi,1,"Kauppi,Kauppi,Kauppi",1,"{spouse: line.last_name, daughter: line.first_name}"
986,Berta,Poppy,1,"Poppy,Poppy,Poppy",1,"{spouse: line.last_name, daughter: line.first_name}"
987,Annabela,Tremayne,1,"Tremayne,Tremayne,Tremayne",2,"{spouse: line.last_name, daughter: line.first_name}"
988,Georgetta,Johanna,1,"Johanna,Johanna,Johanna",1,"{spouse: line.last_name, daughter: line.first_name}"
989,Vanessa,Munn,0,"Munn,Munn,Munn",2,"{spouse: line.last_name, daughter: line.first_name}"
990,Ketti,Bennie,1,"Bennie,Bennie,Bennie",2,"{spouse: line.last_name, daughter: line.first_name}"
991,Dacia,Harday,0,"Harday,Harday,Harday",1,"{spouse: line.last_name, daughter: line.first_name}"
992,Amara,Uund,1,"Uund,Uund,Uund",2,"{spouse: line.last_name, daughter: line.first_name}"
993,Carlie,Sawtelle,0,"Sawtelle,Sawtelle,Sawtelle",0,"{spouse: line.last_name, daughter: line.first_name}"
994,Jerry,Socha,0,"Socha,Socha,Socha",3,"{spouse: line.last_name, daughter: line.first_name}"
995,Esmeralda,Destinee,1,"Destinee,Destinee,Destinee",1,"{spouse: line.last_name, daughter: line.first_name}"
996,Kathy,Irmine,0,"Irmine,Irmine,Irmine",3,"{spouse: line.last_name, daughter: line.first_name}"
997,Vevay,Percy,0,"Percy,Percy,Percy",0,"{spouse: line.last_name, daughter: line.first_name}"
998,Isa,Lytton,1,"Lytton,Lytton,Lytton",2,"{spouse: line.last_name, daughter: line.first_name}"
999,Karlee,Publia,1,"Publia,Publia,Publia",2,"{spouse: line.last_name, daughter: line.first_name}"
1000,Basia,Lissi,0,"Lissi,Lissi,Lissi",2,"{spouse: line.last_name, daughter: line.first_name}"
1001,Janeczka,Izaak,0,"Izaak,Izaak,Izaak",2,"{spouse: line.last_name, daughter: line.first_name}"
1002,Stacey,Orlene,1,"Orlene,Orlene,Orlene",2,"{spouse: line.last_name, daughter: line.first_name}"
1003,Jessy,Weide,1,"Weide,Weide,Weide",2,"{spouse: line.last_name, daughter: line.first_name}"
1004,Wynne,Natica,0,"Natica,Natica,Natica",3,"{spouse: line.last_name, daughter: line.first_name}"
1005,Joy,Moina,0,"Moina,Moina,Moina",0,"{spouse: line.last_name, daughter: line.first_name}"
1006,Winifred,Claudine,0,"Claudine,Claudine,Claudine",2,"{spouse: line.last_name, daughter: line.first_name}"
1007,Trudie,Goerke,1,"Goerke,Goerke,Goerke",0,"{spouse: line.last_name, daughter: line.first_name}"
1008,Wynne,Taima,1,"Taima,Taima,Taima",3,"{spouse: line.last_name, daughter: line.first_name}"
1009,Meghann,Terencio,0,"Terencio,Terencio,Terencio",2,"{spouse: line.last_name, daughter: line.first_name}"
1010,Rayna,Erich,0,"Erich,Erich,Erich",1,"{spouse: line.last_name, daughter: line.first_name}"
1011,Dominga,Autrey,0,"Autrey,Autrey,Autrey",2,"{spouse: line.last_name, daughter: line.first_name}"
1012,Goldie,Jerald,0,"Jerald,Jerald,Jerald",1,"{spouse: line.last_name, daughter: line.first_name}"
1013,Pearline,Narton,0,"Narton,Narton,Narton",0,"{spouse: line.last_name, daughter: line.first_name}"
1014,Shauna,Krystle,0,"Krystle,Krystle,Krystle",3,"{spouse: line.last_name, daughter: line.first_name}"
1015,Sam,Donoghue,0,"Donoghue,Donoghue,Donoghue",3,"{spouse: line.last_name, daughter: line.first_name}"
1016,Valera,Arley,0,"Arley,Arley,Arley",2,"{spouse: line.last_name, daughter: line.first_name}"
1017,Sara-Ann,Lilas,1,"Lilas,Lilas,Lilas",1,"{spouse: line.last_name, daughter: line.first_name}"
1018,Dotty,Fosque,0,"Fosque,Fosque,Fosque",1,"{spouse: line.last_name, daughter: line.first_name}"
1019,Gratia,Ledah,0,"Ledah,Ledah,Ledah",1,"{spouse: line.last_name, daughter: line.first_name}"
1020,Antonietta,Alexandr,0,"Alexandr,Alexandr,Alexandr",1,"{spouse: line.last_name, daughter: line.first_name}"
1021,Kimmy,Wilkinson,1,"Wilkinson,Wilkinson,Wilkinson",1,"{spouse: line.last_name, daughter: line.first_name}"
1022,Blake,Keily,0,"Keily,Keily,Keily",1,"{spouse: line.last_name, daughter: line.first_name}"
1023,Beverley,Boycey,1,"Boycey,Boycey,Boycey",3,"{spouse: line.last_name, daughter: line.first_name}"
1024,Minda,Freddi,0,"Freddi,Freddi,Freddi",2,"{spouse: line.last_name, daughter: line.first_name}"
1025,Gretal,Dalli,0,"Dalli,Dalli,Dalli",2,"{spouse: line.last_name, daughter: line.first_name}"
1026,Hallie,Ricarda,1,"Ricarda,Ricarda,Ricarda",2,"{spouse: line.last_name, daughter: line.first_name}"
1027,Beverley,Woodberry,0,"Woodberry,Woodberry,Woodberry",3,"{spouse: line.last_name, daughter: line.first_name}"
1028,Allis,Narton,0,"Narton,Narton,Narton",0,"{spouse: line.last_name, daughter: line.first_name}"
1029,Dorthy,Millda,0,"Millda,Millda,Millda",3,"{spouse: line.last_name, daughter: line.first_name}"
1030,Lenna,Stacy,1,"Stacy,Stacy,Stacy",1,"{spouse: line.last_name, daughter: line.first_name}"
1031,Doro,Calhoun,0,"Calhoun,Calhoun,Calhoun",1,"{spouse: line.last_name, daughter: line.first_name}"
1032,Madalyn,Alejoa,0,"Alejoa,Alejoa,Alejoa",1,"{spouse: line.last_name, daughter: line.first_name}"
1033,Elie,Callista,1,"Callista,Callista,Callista",3,"{spouse: line.last_name, daughter: line.first_name}"
1034,Olivette,Ferrell,0,"Ferrell,Ferrell,Ferrell",0,"{spouse: line.last_name, daughter: line.first_name}"
1035,Elyssa,Hamil,0,"Hamil,Hamil,Hamil",3,"{spouse: line.last_name, daughter: line.first_name}"
1036,Philis,Codding,1,"Codding,Codding,Codding",1,"{spouse: line.last_name, daughter: line.first_name}"
1037,Danny,Alexandr,1,"Alexandr,Alexandr,Alexandr",0,"{spouse: line.last_name, daughter: line.first_name}"
1038,Kellen,Engdahl,1,"Engdahl,Engdahl,Engdahl",3,"{spouse: line.last_name, daughter: line.first_name}"
1039,Isa,Eckblad,1,"Eckblad,Eckblad,Eckblad",1,"{spouse: line.last_name, daughter: line.first_name}"
1040,Nerta,Mayeda,1,"Mayeda,Mayeda,Mayeda",0,"{spouse: line.last_name, daughter: line.first_name}"
1041,Ezmeralda,Wesle,0,"Wesle,Wesle,Wesle",3,"{spouse: line.last_name, daughter: line.first_name}"
1042,Lisette,Sherfield,1,"Sherfield,Sherfield,Sherfield",1,"{spouse: line.last_name, daughter: line.first_name}"
1043,Chere,Lacombe,1,"Lacombe,Lacombe,Lacombe",1,"{spouse: line.last_name, daughter: line.first_name}"
1044,Maurene,Quinn,0,"Quinn,Quinn,Quinn",0,"{spouse: line.last_name, daughter: line.first_name}"
1045,Dede,Saree,1,"Saree,Saree,Saree",3,"{spouse: line.last_name, daughter: line.first_name}"
1046,Viki,Drus,1,"Drus,Drus,Drus",3,"{spouse: line.last_name, daughter: line.first_name}"
1047,Christy,Rozanna,1,"Rozanna,Rozanna,Rozanna",2,"{spouse: line.last_name, daughter: line.first_name}"
1048,Bobbi,Rad,1,"Rad,Rad,Rad",2,"{spouse: line.last_name, daughter: line.first_name}"
1049,Melodie,Dreda,1,"Dreda,Dreda,Dreda",1,"{spouse: line.last_name, daughter: line.first_name}"
1050,Susette,Curren,0,"Curren,Curren,Curren",3,"{spouse: line.last_name, daughter: line.first_name}"
1051,Sam,Aldric,1,"Aldric,Aldric,Aldric",1,"{spouse: line.last_name, daughter: line.first_name}"
1052,Cam,Kenney,1,"Kenney,Kenney,Kenney",1,"{spouse: line.last_name, daughter: line.first_name}"
1053,Zia,O'Rourke,0,"O'Rourke,O'Rourke,O'Rourke",1,"{spouse: line.last_name, daughter: line.first_name}"
1054,Jessy,Ailyn,0,"Ailyn,Ailyn,Ailyn",1,"{spouse: line.last_name, daughter: line.first_name}"
1055,Rhoda,Margarete,0,"Margarete,Margarete,Margarete",1,"{spouse: line.last_name, daughter: line.first_name}"
1056,Aimil,Ophelia,1,"Ophelia,Ophelia,Ophelia",2,"{spouse: line.last_name, daughter: line.first_name}"
1057,Aurore,Rad,1,"Rad,Rad,Rad",1,"{spouse: line.last_name, daughter: line.first_name}"
1058,Augustine,Penelopa,1,"Penelopa,Penelopa,Penelopa",2,"{spouse: line.last_name, daughter: line.first_name}"
1059,Tatiania,Lutero,0,"Lutero,Lutero,Lutero",2,"{spouse: line.last_name, daughter: line.first_name}"
1060,Nickie,Jary,0,"Jary,Jary,Jary",1,"{spouse: line.last_name, daughter: line.first_name}"
1061,Marika,Kalinda,0,"Kalinda,Kalinda,Kalinda",3,"{spouse: line.last_name, daughter: line.first_name}"
1062,Jerry,Hepsibah,1,"Hepsibah,Hepsibah,Hepsibah",0,"{spouse: line.last_name, daughter: line.first_name}"
1063,Veda,Holbrook,1,"Holbrook,Holbrook,Holbrook",0,"{spouse: line.last_name, daughter: line.first_name}"
1064,Sibella,Mauer,1,"Mauer,Mauer,Mauer",1,"{spouse: line.last_name, daughter: line.first_name}"
1065,Norine,Astra,0,"Astra,Astra,Astra",2,"{spouse: line.last_name, daughter: line.first_name}"
1066,Fawne,Bury,1,"Bury,Bury,Bury",3,"{spouse: line.last_name, daughter: line.first_name}"
1067,Trudie,Ortrude,1,"Ortrude,Ortrude,Ortrude",1,"{spouse: line.last_name, daughter: line.first_name}"
1068,Isa,Sabella,1,"Sabella,Sabella,Sabella",1,"{spouse: line.last_name, daughter: line.first_name}"
1069,Demetris,Marisa,0,"Marisa,Marisa,Marisa",0,"{spouse: line.last_name, daughter: line.first_name}"
1070,Tera,Eno,1,"Eno,Eno,Eno",2,"{spouse: line.last_name, daughter: line.first_name}"
1071,Danny,Sundin,0,"Sundin,Sundin,Sundin",3,"{spouse: line.last_name, daughter: line.first_name}"
1072,Tera,Esmaria,0,"Esmaria,Esmaria,Esmaria",0,"{spouse: line.last_name, daughter: line.first_name}"
1073,Selia,Infield,0,"Infield,Infield,Infield",3,"{spouse: line.last_name, daughter: line.first_name}"
1074,Glynnis,Hieronymus,1,"Hieronymus,Hieronymus,Hieronymus",3,"{spouse: line.last_name, daughter: line.first_name}"
1075,Tani,Pip,0,"Pip,Pip,Pip",3,"{spouse: line.last_name, daughter: line.first_name}"
1076,Nariko,Lubin,0,"Lubin,Lubin,Lubin",0,"{spouse: line.last_name, daughter: line.first_name}"
1077,Clementine,Audly,1,"Audly,Audly,Audly",0,"{spouse: line.last_name, daughter: line.first_name}"
1078,Mady,Talia,0,"Talia,Talia,Talia",0,"{spouse: line.last_name, daughter: line.first_name}"
1079,Christy,My,1,"My,My,My",1,"{spouse: line.last_name, daughter: line.first_name}"
1080,Fred,Turne,0,"Turne,Turne,Turne",1,"{spouse: line.last_name, daughter: line.first_name}"
1081,Andree,Wandie,0,"Wandie,Wandie,Wandie",0,"{spouse: line.last_name, daughter: line.first_name}"
1082,Tatiania,Gemini,0,"Gemini,Gemini,Gemini",3,"{spouse: line.last_name, daughter: line.first_name}"
1083,Florencia,Corilla,0,"Corilla,Corilla,Corilla",1,"{spouse: line.last_name, daughter: line.first_name}"
1084,Cyb,Suanne,1,"Suanne,Suanne,Suanne",3,"{spouse: line.last_name, daughter: line.first_name}"
1085,Merci,Annabella,0,"Annabella,Annabella,Annabella",3,"{spouse: line.last_name, daughter: line.first_name}"
1086,Lorne,Zitvaa,1,"Zitvaa,Zitvaa,Zitvaa",2,"{spouse: line.last_name, daughter: line.first_name}"
1087,Yetty,Noelyn,0,"Noelyn,Noelyn,Noelyn",3,"{spouse: line.last_name, daughter: line.first_name}"
1088,Monika,Colleen,1,"Colleen,Colleen,Colleen",1,"{spouse: line.last_name, daughter: line.first_name}"
1089,Lulita,Carri,0,"Carri,Carri,Carri",0,"{spouse: line.last_name, daughter: line.first_name}"
1090,Drucie,Sherrie,1,"Sherrie,Sherrie,Sherrie",3,"{spouse: line.last_name, daughter: line.first_name}"
1091,Hallie,Socha,0,"Socha,Socha,Socha",1,"{spouse: line.last_name, daughter: line.first_name}"
1092,Gloria,Zeeba,1,"Zeeba,Zeeba,Zeeba",2,"{spouse: line.last_name, daughter: line.first_name}"
1093,Joleen,Anselmi,1,"Anselmi,Anselmi,Anselmi",0,"{spouse: line.last_name, daughter: line.first_name}"
1094,Letizia,Mandler,0,"Mandler,Mandler,Mandler",2,"{spouse: line.last_name, daughter: line.first_name}"
1095,Lulita,Lumbard,0,"Lumbard,Lumbard,Lumbard",0,"{spouse: line.last_name, daughter: line.first_name}"
1096,Barbara,Ricki,0,"Ricki,Ricki,Ricki",2,"{spouse: line.last_name, daughter: line.first_name}"
1097,Kamilah,Schalles,0,"Schalles,Schalles,Schalles",1,"{spouse: line.last_name, daughter: line.first_name}"
1098,Nanete,Jobi,1,"Jobi,Jobi,Jobi",1,"{spouse: line.last_name, daughter: line.first_name}"
1099,Halette,Lindemann,0,"Lindemann,Lindemann,Lindemann",3,"{spouse: line.last_name, daughter: line.first_name}"
1100,Stephanie,Jobi,0,"Jobi,Jobi,Jobi",1,"{spouse: line.last_name, daughter: line.first_name}"
1101,Deirdre,Lory,0,"Lory,Lory,Lory",2,"{spouse: line.last_name, daughter: line.first_name}"
1102,Wynne,Swanhildas,1,"Swanhildas,Swanhildas,Swanhildas",3,"{spouse: line.last_name, daughter: line.first_name}"
1103,Sheelagh,O'Neill,1,"O'Neill,O'Neill,O'Neill",0,"{spouse: line.last_name, daughter: line.first_name}"
1104,Claudina,Agle,0,"Agle,Agle,Agle",1,"{spouse: line.last_name, daughter: line.first_name}"
1105,Trixi,Barbey,0,"Barbey,Barbey,Barbey",1,"{spouse: line.last_name, daughter: line.first_name}"
1106,Raina,Alabaster,0,"Alabaster,Alabaster,Alabaster",2,"{spouse: line.last_name, daughter: line.first_name}"
1107,Linzy,Stav,1,"Stav,Stav,Stav",3,"{spouse: line.last_name, daughter: line.first_name}"
1108,Verla,Mandler,1,"Mandler,Mandler,Mandler",0,"{spouse: line.last_name, daughter: line.first_name}"
1109,Ruthe,Thomasina,1,"Thomasina,Thomasina,Thomasina",2,"{spouse: line.last_name, daughter: line.first_name}"
1110,Janenna,Erb,0,"Erb,Erb,Erb",3,"{spouse: line.last_name, daughter: line.first_name}"
1111,Melodie,Gemini,0,"Gemini,Gemini,Gemini",3,"{spouse: line.last_name, daughter: line.first_name}"
1112,Ezmeralda,Gombach,0,"Gombach,Gombach,Gombach",2,"{spouse: line.last_name, daughter: line.first_name}"
1113,Emma,Tice,0,"Tice,Tice,Tice",1,"{spouse: line.last_name, daughter: line.first_name}"
1114,Emmey,Sophronia,0,"Sophronia,Sophronia,Sophronia",2,"{spouse: line.last_name, daughter: line.first_name}"
1115,Claresta,Anyah,1,"Anyah,Anyah,Anyah",0,"{spouse: line.last_name, daughter: line.first_name}"
1116,Donetta,Slifka,1,"Slifka,Slifka,Slifka",0,"{spouse: line.last_name, daughter: line.first_name}"
1117,Kylynn,Smitt,1,"Smitt,Smitt,Smitt",2,"{spouse: line.last_name, daughter: line.first_name}"
1118,Clary,Morehouse,0,"Morehouse,Morehouse,Morehouse",1,"{spouse: line.last_name, daughter: line.first_name}"
1119,Selia,Corabella,0,"Corabella,Corabella,Corabella",1,"{spouse: line.last_name, daughter: line.first_name}"
1120,Fidelia,Evangelia,1,"Evangelia,Evangelia,Evangelia",3,"{spouse: line.last_name, daughter: line.first_name}"
1121,Lorie,Wu,1,"Wu,Wu,Wu",3,"{spouse: line.last_name, daughter: line.first_name}"
1122,Helena,Mullane,1,"Mullane,Mullane,Mullane",2,"{spouse: line.last_name, daughter: line.first_name}"
1123,Maurene,Tjon,0,"Tjon,Tjon,Tjon",1,"{spouse: line.last_name, daughter: line.first_name}"
1124,Jsandye,Sikorski,1,"Sikorski,Sikorski,Sikorski",1,"{spouse: line.last_name, daughter: line.first_name}"
1125,Alyssa,Dudley,0,"Dudley,Dudley,Dudley",2,"{spouse: line.last_name, daughter: line.first_name}"
1126,Pamella,Darian,1,"Darian,Darian,Darian",1,"{spouse: line.last_name, daughter: line.first_name}"
1127,Sara-Ann,Kirbee,0,"Kirbee,Kirbee,Kirbee",3,"{spouse: line.last_name, daughter: line.first_name}"
1128,Gianina,Faust,1,"Faust,Faust,Faust",0,"{spouse: line.last_name, daughter: line.first_name}"
1129,Joelly,Natica,1,"Natica,Natica,Natica",0,"{spouse: line.last_name, daughter: line.first_name}"
1130,Gui,Jeanne,0,"Jeanne,Jeanne,Jeanne",2,"{spouse: line.last_name, daughter: line.first_name}"
1131,Gerianna,Marijo,1,"Marijo,Marijo,Marijo",0,"{spouse: line.last_name, daughter: line.first_name}"
1132,Janey,Clarissa,1,"Clarissa,Clarissa,Clarissa",0,"{spouse: line.last_name, daughter: line.first_name}"
1133,Demetris,Socha,0,"Socha,Socha,Socha",2,"{spouse: line.last_name, daughter: line.first_name}"
1134,Ashlee,Allys,0,"Allys,Allys,Allys",3,"{spouse: line.last_name, daughter: line.first_name}"
1135,Mildrid,Barney,0,"Barney,Barney,Barney",1,"{spouse: line.last_name, daughter: line.first_name}"
1136,Eugine,Ciro,1,"Ciro,Ciro,Ciro",3,"{spouse: line.last_name, daughter: line.first_name}"
1137,Andeee,Bouchard,1,"Bouchard,Bouchard,Bouchard",2,"{spouse: line.last_name, daughter: line.first_name}"
1138,Margalo,Maribeth,1,"Maribeth,Maribeth,Maribeth",3,"{spouse: line.last_name, daughter: line.first_name}"
1139,Minda,Reidar,0,"Reidar,Reidar,Reidar",1,"{spouse: line.last_name, daughter: line.first_name}"
1140,Damaris,Iiette,0,"Iiette,Iiette,Iiette",0,"{spouse: line.last_name, daughter: line.first_name}"
1141,Moyna,Ax,0,"Ax,Ax,Ax",0,"{spouse: line.last_name, daughter: line.first_name}"
1142,Dyann,Federica,0,"Federica,Federica,Federica",2,"{spouse: line.last_name, daughter: line.first_name}"
1143,Sean,Syd,0,"Syd,Syd,Syd",0,"{spouse: line.last_name, daughter: line.first_name}"
1144,Justinn,Burkle,1,"Burkle,Burkle,Burkle",1,"{spouse: line.last_name, daughter: line.first_name}"
1145,Patricia,Ludewig,1,"Ludewig,Ludewig,Ludewig",0,"{spouse: line.last_name, daughter: line.first_name}"
1146,Nannie,Thunell,1,"Thunell,Thunell,Thunell",0,"{spouse: line.last_name, daughter: line.first_name}"
1147,Sheelagh,Kelula,0,"Kelula,Kelula,Kelula",2,"{spouse: line.last_name, daughter: line.first_name}"
1148,Heida,Quent,1,"Quent,Quent,Quent",0,"{spouse: line.last_name, daughter: line.first_name}"
1149,Genevra,Weaks,1,"Weaks,Weaks,Weaks",3,"{spouse: line.last_name, daughter: line.first_name}"
1150,Dulce,Margret,1,"Margret,Margret,Margret",1,"{spouse: line.last_name, daughter: line.first_name}"
